,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
0,1,Bitcoin,BTC,bitcoin,11642,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19742965.0,19742965.0,False,,1,,,,2024-08-21T12:21:00.000Z,59306.44800052653,26922941026.961075,-4.106,-0.19722918,-2.25423016,-3.39501953,-12.1994746,-7.70767605,-15.04924894,1170885127148.7153,55.7937,1245435408011.06,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
1,1027,Ethereum,ETH,ethereum,9236,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120291369.66511151,120291369.66511151,True,,2,,,,2024-08-21T12:21:00.000Z,2573.003055889326,11898870264.08892,-2.4048,-0.42568176,-2.95508431,-6.34925794,-26.52477617,-26.27216626,-34.53525379,309510061745.44446,14.7511,309510061745.44,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
2,825,Tether USDt,USDT,tether,94982,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,117294453952.9654,120258419915.70276,True,,3,,,,2024-08-21T12:21:00.000Z,1.0001265550183116,47561831162.33736,-2.0029,-0.01284661,-0.04482988,-0.04290237,0.01062328,0.05175,0.06315152,117309298154.73326,5.5911,120273639222.24,,2024-08-21T12:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-21 14:25:29.427890
3,1839,BNB,BNB,bnb,2214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145935901.6971018,145935901.6971018,False,,4,,,,2024-08-21T12:21:00.000Z,553.0797561842261,2043266754.366672,10.8124,-0.54232067,-2.93585504,4.25522375,-7.7311951,-5.69421896,-9.60541595,80714192929.15825,3.8491,80714192929.16,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
4,5426,Solana,SOL,solana,721,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466430705.2312667,582728435.897575,True,,5,,,,2024-08-21T12:21:00.000Z,141.14339323293385,1627783526.4084482,-26.6776,-0.52039165,-3.33479439,-4.87635411,-21.60164635,5.05197535,-19.77305917,65833612444.37133,3.1385,82248268775.9,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
5,3408,USDC,USDC,usd-coin,21592,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34832300485.70086,34832300485.70086,False,,6,,,,2024-08-21T12:21:00.000Z,0.9998979006438646,4819449964.769871,-1.9452,-0.01806291,-0.01708696,-0.02503389,-0.0024477,-0.0224737,-0.01877713,34828744130.24856,1.672,34828744130.25,,2024-08-21T12:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-21 14:25:29.427890
6,52,XRP,XRP,xrp,1369,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-21T12:22:00.000Z,0.595089597694659,1126981617.9105241,-24.5213,-0.57658755,-1.89814503,2.64620124,-2.76467839,22.54838593,12.56524716,33392310854.826412,1.5915,59508959769.47,,2024-08-21T12:22:00.000Z,,,,,,2024-08-21 14:25:29.427890
7,11419,Toncoin,TON,toncoin,518,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2525488011.3908396,5110813859.824736,True,,8,3414166606.0,22985836359.210213,,2024-08-21T12:21:00.000Z,6.732488191646911,239141269.35772243,-17.5844,-0.01872357,-1.56068352,-5.3620984,-4.31768683,-6.37793699,4.19041723,17002818214.834667,0.8102,34408493960.98,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
8,74,Dogecoin,DOGE,dogecoin,1041,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145624756383.70523,145624756383.70523,True,,9,,,,2024-08-21T12:21:00.000Z,0.10338888404952051,490439848.8881734,-22.5046,-0.62971468,-1.70501835,-2.33399434,-25.17459653,-16.8837284,-38.48510561,15055981052.494572,0.7228,15055981052.49,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
9,1958,TRON,TRX,tron,1013,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86913249706.19148,86913425699.51657,True,,10,71659659264.0,11808078822.105064,,2024-08-21T12:21:00.000Z,0.16478000235255297,1876530938.1560783,124.5192,-0.4086411,10.40114543,26.04854462,22.49898438,37.68389319,39.89653164,14321565491.054256,0.6828,14321594491.23,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
10,2010,Cardano,ADA,cardano,1229,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35948591607.535,37143587993.987,False,,11,,,,2024-08-21T12:21:00.000Z,0.3511230933417325,273288138.3057664,27.6357,-0.03656459,1.5947821,2.71084361,-19.55067068,-6.84414115,-27.5236359,12622380686.516335,0.6016,15800539200.38,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
11,5805,Avalanche,AVAX,avalanche,766,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,404768827.3934046,444771927.3934046,False,,12,,,,2024-08-21T12:21:00.000Z,22.910788315541918,302115959.41956186,41.3202,-0.32083297,3.51629789,6.11071128,-29.11571002,-10.84112227,-42.89255914,9273572921.140417,0.442,16398367388.13,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
12,5994,Shiba Inu,SHIB,shiba-inu,859,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270344160087.4,589519059471796.2,False,,13,,,,2024-08-21T12:21:00.000Z,1.3654568286758765e-05,172472486.1424627,-15.0408,-0.41469916,-0.97480658,-1.65910265,-23.29879349,-24.26749527,-46.57450448,8046232153.695752,0.3835,8049628253.9,,2024-08-21T12:21:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-21 14:25:29.427890
13,6636,Polkadot,DOT,polkadot-new,802,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1483502974.307109,1483502974.307109,True,,14,1483502974.3068032,6718120574.987995,,2024-08-21T12:22:00.000Z,4.528552144040812,85825195.65228058,-17.4786,-0.40960006,-0.25808808,0.36662048,-28.19257053,-20.9931023,-39.7738421,6718120574.98938,0.3202,6718120574.99,,2024-08-21T12:22:00.000Z,,,,,,2024-08-21 14:25:29.427890
14,1831,Bitcoin Cash,BCH,bitcoin-cash,913,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19749856.25,19749856.25,False,,15,,,,2024-08-21T12:21:00.000Z,336.91630494482285,215367811.5676537,28.2513,-0.15294293,-1.40479195,-2.65901984,-13.70691005,-13.08862882,-33.67231387,6654048590.941416,0.3171,7075242403.84,,2024-08-21T12:21:00.000Z,,,,,,2024-08-21 14:25:29.427890
0,1,Bitcoin,BTC,bitcoin,11642,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19742965.0,19742965.0,False,,1,,,,2024-08-21T12:25:00.000Z,59374.82257056997,26919046450.92492,-4.1584,-0.0035929,-2.25146866,-3.44149034,-12.20973328,-7.66641805,-14.97533659,1172235043891.973,55.9072,1246871273981.97,,2024-08-21T12:25:00.000Z,,,,,,2024-08-21 14:26:00.136778
1,1027,Ethereum,ETH,ethereum,9236,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120291369.66511151,120291369.66511151,True,,2,,,,2024-08-21T12:24:00.000Z,2576.3100603201415,11903837848.516113,-2.3317,-0.23978841,-2.87507495,-6.41525179,-26.5183711,-26.23991396,-34.48806603,309907865837.9159,14.7843,309907865837.92,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
2,825,Tether USDt,USDT,tether,94983,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,117294453952.9654,120258419915.70276,True,,3,,,,2024-08-21T12:24:00.000Z,1.0001149463730834,47580451073.96641,-1.9937,-0.01201294,-0.03228135,-0.03137044,4.585e-05,0.04546001,0.0616932,117307936525.03009,5.591,120272243184.9,,2024-08-21T12:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-21 14:26:00.136778
3,1839,BNB,BNB,bnb,2214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145935901.6971018,145935901.6971018,False,,4,,,,2024-08-21T12:24:00.000Z,552.8133469590545,2040713740.5494719,10.6109,-0.60576936,-3.00566208,4.25794174,-7.81240892,-5.72162357,-9.6022439,80675314258.6624,3.8472,80675314258.66,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
4,5426,Solana,SOL,solana,721,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466430705.2312667,582728435.897575,True,,5,,,,2024-08-21T12:24:00.000Z,141.32941346237953,1633031237.5693,-26.4391,-0.33375713,-3.25263483,-4.79840493,-21.68700895,5.15127992,-19.55937069,65920377991.17896,3.1427,82356668053.25,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
5,3408,USDC,USDC,usd-coin,21592,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34832300485.70086,34832300485.70086,False,,6,,,,2024-08-21T12:24:00.000Z,0.9998856547212412,4838519589.955402,-1.5672,-0.01968659,-0.01121288,-0.01365442,-0.00781889,-0.02432269,-0.01993901,34828317576.59201,1.6609,34828317576.59,,2024-08-21T12:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-21 14:26:00.136778
6,52,XRP,XRP,xrp,1369,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-21T12:24:00.000Z,0.5951964141393682,1132612281.2310722,-24.1675,-0.56793477,-1.8722919,2.61378574,-2.78787823,22.5576268,12.57923437,33398304654.65077,1.5918,59519641413.94,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
7,11419,Toncoin,TON,toncoin,518,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2525488011.3908396,5110813859.824736,True,,8,3414166606.0,22964497166.549664,,2024-08-21T12:24:00.000Z,6.726238000861539,239662768.20885792,-17.3745,-0.15772599,-1.67272023,-5.4668617,-4.47331329,-6.46645231,4.39374098,16987033432.937304,0.8102,34376550399.28,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
8,74,Dogecoin,DOGE,dogecoin,1041,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145624756383.70523,145624756383.70523,True,,9,,,,2024-08-21T12:24:00.000Z,0.1034017681927557,491157538.012161,-22.4266,-0.57289924,-1.70588318,-2.3346245,-25.31354174,-16.8711286,-38.53068909,15057857302.71441,0.7181,15057857302.71,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
9,1958,TRON,TRX,tron,1013,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86913249706.19148,86913425699.51657,True,,10,71659659264.0,11790532475.912155,,2024-08-21T12:24:00.000Z,0.16453514567345173,1873556988.4191554,122.8675,-0.63640866,9.95181005,25.90491216,22.28884383,37.48813139,39.71366833,14300284201.361301,0.6817,14300313158.45,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
10,2010,Cardano,ADA,cardano,1229,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35948591607.535,37143587993.987,False,,11,,,,2024-08-21T12:24:00.000Z,0.3510544194618468,273464854.62402034,27.8467,-0.08065719,1.56584545,2.64859942,-19.74942348,-6.84673458,-27.5968058,12619911957.25422,0.6015,15797448875.78,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
11,5805,Avalanche,AVAX,avalanche,766,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,404768827.3934046,444771927.3934046,False,,12,,,,2024-08-21T12:24:00.000Z,22.901340968739593,302286520.85383046,41.5417,-0.08605868,3.49023369,5.96842601,-29.19232313,-11.1573766,-42.93709387,9269748929.653261,0.4418,16391605461.76,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
12,5994,Shiba Inu,SHIB,shiba-inu,859,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270344160087.4,589519059471796.2,False,,13,,,,2024-08-21T12:24:00.000Z,1.3653451174549282e-05,172502905.84015116,-14.802,-0.3988704,-0.94854254,-1.70312732,-23.46309084,-24.29515875,-46.63196273,8045573872.599605,0.3835,8048969694.96,,2024-08-21T12:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-21 14:26:00.136778
13,6636,Polkadot,DOT,polkadot-new,802,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1483502974.307109,1483502974.307109,True,,14,1483502974.3068032,6719687429.837994,,2024-08-21T12:24:00.000Z,4.529608329890881,85824083.7403152,-17.4061,-0.33760309,-0.24611823,0.34699785,-28.21380451,-21.0116166,-39.76656341,6719687429.839379,0.3203,6719687429.84,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
14,1831,Bitcoin Cash,BCH,bitcoin-cash,913,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19749856.25,19749856.25,False,,15,,,,2024-08-21T12:24:00.000Z,336.5982316338444,215511287.8954929,28.4004,-0.2919124,-1.48815867,-2.81280244,-14.03672736,-13.18196849,-33.76395255,6647766688.77263,0.3168,7068562864.31,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:00.136778
0,1,Bitcoin,BTC,bitcoin,11642,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19742965.0,19742965.0,False,,1,,,,2024-08-21T12:25:00.000Z,59374.82257056997,26919046450.92492,-4.1584,-0.0035929,-2.25146866,-3.44149034,-12.20973328,-7.66641805,-14.97533659,1172235043891.973,55.9072,1246871273981.97,,2024-08-21T12:25:00.000Z,,,,,,2024-08-21 14:26:30.558523
1,1027,Ethereum,ETH,ethereum,9236,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120291369.66511151,120291369.66511151,True,,2,,,,2024-08-21T12:24:00.000Z,2576.3100603201415,11903837848.516113,-2.3317,-0.23978841,-2.87507495,-6.41525179,-26.5183711,-26.23991396,-34.48806603,309907865837.9159,14.7843,309907865837.92,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:30.558523
2,825,Tether USDt,USDT,tether,94983,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,117294453952.9654,120258419915.70276,True,,3,,,,2024-08-21T12:24:00.000Z,1.0001149463730834,47580451073.96641,-1.9937,-0.01201294,-0.03228135,-0.03137044,4.585e-05,0.04546001,0.0616932,117307936525.03009,5.591,120272243184.9,,2024-08-21T12:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-21 14:26:30.558523
3,1839,BNB,BNB,bnb,2214,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145935901.6971018,145935901.6971018,False,,4,,,,2024-08-21T12:24:00.000Z,552.8133469590545,2040713740.5494719,10.6109,-0.60576936,-3.00566208,4.25794174,-7.81240892,-5.72162357,-9.6022439,80675314258.6624,3.8472,80675314258.66,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:30.558523
4,5426,Solana,SOL,solana,721,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466430705.2312667,582728435.897575,True,,5,,,,2024-08-21T12:24:00.000Z,141.32941346237953,1633031237.5693,-26.4391,-0.33375713,-3.25263483,-4.79840493,-21.68700895,5.15127992,-19.55937069,65920377991.17896,3.1427,82356668053.25,,2024-08-21T12:24:00.000Z,,,,,,2024-08-21 14:26:30.558523
5,3408,USDC,USDC,usd-coin,21592,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34832300485.70086,34832300485.70086,False,,6,,,,2024-08-21T12:24:00.000Z,0.9998856547212412,4838519589.955402,-1.5672,-0.01968659,-0.01121288,-0.01365442,-0.00781889,-0.02432269,-0.01993901,34828317576.59201,1.6609,34828317576.59,,2024-08-21T12:24:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-21 14:26:30.558523
